南园1舍;83688669;1000;鼓楼
南园2舍;83596002;1000;鼓楼
南园3舍;83596003;1000;鼓楼
南园4舍;83596004;800;鼓楼
南园5舍;83686000;800;鼓楼
南园7舍;83596007;800;鼓楼
南园11舍;83596011;800;鼓楼
南园18舍;83596018;800;鼓楼
南园19舍;83596018;800;鼓楼
南园20舍;83596020;800;鼓楼
陶园1舍;83594441;1000;鼓楼
6幢;89680006;1200;仙林
8幢;89680008;1200;仙林
9幢;89680009;1200;仙林
12幢;89680012;1200;仙林
13幢;89680013;1200;仙林
14幢;89680014;1200;仙林
16幢;89681016;1200;仙林
17幢;89681017;1200;仙林
18幢;89681018;1200;仙林
19幢;89680019;1200;仙林
20幢;89680020;1200;仙林
25幢;89680025;1200;仙林
